"pollster","pollster_rating_name","sample_size","candidate_name","pct"
"Marist","Marist College",1416,"Kamala Harris",48
"Marist","Marist College",1416,"Donald Trump",50
"Marist","Marist College",1264,"Kamala Harris",49
"Marist","Marist College",1264,"Donald Trump",50
"Marist","Marist College",1507,"Kamala Harris",49
"Marist","Marist College",1507,"Donald Trump",48
"Marist","Marist College",1348,"Kamala Harris",49
"Marist","Marist College",1348,"Donald Trump",49
"Marist","Marist College",1420,"Kamala Harris",49
"Marist","Marist College",1420,"Donald Trump",48
"Marist","Marist College",1220,"Kamala Harris",49
"Marist","Marist College",1220,"Donald Trump",50
"Suffolk","Suffolk University",500,"Kamala Harris",42.4
"Suffolk","Suffolk University",500,"Donald Trump",48.4
"Clarity","Clarity Campaign Labs",1000,"Kamala Harris",51
"Clarity","Clarity Campaign Labs",1000,"Donald Trump",44
"Clarity","Clarity Campaign Labs",1000,"Kamala Harris",58
"ActiVote","ActiVote",1000,"Kamala Harris",51.4
"ActiVote","ActiVote",1000,"Donald Trump",48.6
"Fabrizio/Impact","Fabrizio Lee & Associates/Impact Research",600,"Kamala Harris",49
"Fabrizio/Impact","Fabrizio Lee & Associates/Impact Research",600,"Kamala Harris",50
"ActiVote","ActiVote",400,"Kamala Harris",45.7
"ActiVote","ActiVote",400,"Donald Trump",54.3
"Morning Consult","Morning Consult",11157,"Kamala Harris",51
"Morning Consult","Morning Consult",11157,"Donald Trump",45
"Bullfinch","The Bullfinch Group",600,"Kamala Harris",47
"SurveyUSA","SurveyUSA",558,"Kamala Harris",40
"SurveyUSA","SurveyUSA",558,"Donald Trump",56
"HarrisX","Harris Insights & Analytics",1011,"Kamala Harris",52
"HarrisX","Harris Insights & Analytics",1011,"Donald Trump",48
"HarrisX","Harris Insights & Analytics",1011,"Kamala Harris",50
"HarrisX","Harris Insights & Analytics",1011,"Donald Trump",46
"Monmouth","Monmouth University Polling Institute",654,"Kamala Harris",47
"Monmouth","Monmouth University Polling Institute",654,"Donald Trump",45
"RG Strategies","Rodriguez Gudelunas Strategies",400,"Kamala Harris",51
"RG Strategies","Rodriguez Gudelunas Strategies",400,"Donald Trump",45
"RG Strategies","Rodriguez Gudelunas Strategies",400,"Kamala Harris",48
"RG Strategies","Rodriguez Gudelunas Strategies",400,"Donald Trump",48
"RMG Research","RMG Research",788,"Kamala Harris",50
"RMG Research","RMG Research",788,"Donald Trump",49
"Morning Consult","Morning Consult",11057,"Kamala Harris",50
"Morning Consult","Morning Consult",11057,"Donald Trump",45
"Ipsos","Ipsos",871,"Kamala Harris",46.61
"Ipsos","Ipsos",871,"Donald Trump",40.48
"Ipsos","Ipsos",785,"Kamala Harris",50
"Ipsos","Ipsos",785,"Donald Trump",44
"Ipsos","Ipsos",1029,"Kamala Harris",42
"CNN/SSRS","CNN",2074,"Kamala Harris",48
"CNN/SSRS","CNN",2074,"Donald Trump",47
"CNN/SSRS","CNN",2074,"Kamala Harris",47
"Quinnipiac","Quinnipiac University",1728,"Kamala Harris",47
"Quinnipiac","Quinnipiac University",1728,"Donald Trump",48
"Quinnipiac","Quinnipiac University",1728,"Kamala Harris",48
"Susquehanna","Susquehanna Polling & Research Inc.",700,"Kamala Harris",46
"Susquehanna","Susquehanna Polling & Research Inc.",700,"Donald Trump",46
"Slingshot Strategies","Slingshot Strategies",500,"Kamala Harris",54
"Morning Consult","Morning Consult",10840,"Kamala Harris",50
"Morning Consult","Morning Consult",10840,"Donald Trump",45
"Siena/NYT","The New York Times/Siena College",713,"Kamala Harris",45
"Siena/NYT","The New York Times/Siena College",713,"Donald Trump",49
"Siena/NYT","The New York Times/Siena College",713,"Donald Trump",50
"Siena/NYT","The New York Times/Siena College",713,"Kamala Harris",42
"Siena/NYT","The New York Times/Siena College",713,"Donald Trump",47
"Siena/NYT","The New York Times/Siena College",713,"Kamala Harris",43
"Siena/NYT","The New York Times/Siena College",713,"Donald Trump",48
"Siena/NYT","The New York Times/Siena College",682,"Kamala Harris",44
"Siena/NYT","The New York Times/Siena College",682,"Donald Trump",48
"Siena/NYT","The New York Times/Siena College",682,"Kamala Harris",45
"Siena/NYT","The New York Times/Siena College",682,"Donald Trump",49
"Siena/NYT","The New York Times/Siena College",682,"Kamala Harris",43
"Siena/NYT","The New York Times/Siena College",682,"Donald Trump",46
"Siena/NYT","The New York Times/Siena College",682,"Donald Trump",47
"Siena/NYT","The New York Times/Siena College",682,"Kamala Harris",47
"Siena/NYT","The New York Times/Siena College",682,"Kamala Harris",46
"YouGov","YouGov",3129,"Kamala Harris",52
"YouGov","YouGov",3129,"Donald Trump",48
"Morning Consult","Morning Consult",10539,"Kamala Harris",49
"Morning Consult","Morning Consult",10539,"Donald Trump",46
"RMG Research","RMG Research",781,"Kamala Harris",43
"RMG Research","RMG Research",781,"Donald Trump",54
"RMG Research","RMG Research",783,"Kamala Harris",49
"RMG Research","RMG Research",783,"Donald Trump",49
"Meredith College","Meredith College Department of History, Political Science, and International Studies",802,"Kamala Harris",48
"Meredith College","Meredith College Department of History, Political Science, and International Studies",802,"Donald Trump",48
"Embold Research","Change Research",876,"Kamala Harris",52
"Remington","Remington Research Group",800,"Kamala Harris",49
"Remington","Remington Research Group",800,"Donald Trump",47
"Remington","Remington Research Group",800,"Kamala Harris",48
"Remington","Remington Research Group",800,"Donald Trump",49
"Remington","Remington Research Group",800,"Kamala Harris",47
"Remington","Remington Research Group",800,"Donald Trump",48
"Remington","Remington Research Group",800,"Donald Trump",56
"Morning Consult","Morning Consult",10528,"Kamala Harris",50
"Morning Consult","Morning Consult",10528,"Donald Trump",46
"Change Research","Change Research",1600,"Kamala Harris",48
"Change Research","Change Research",1600,"Donald Trump",47
"RMG Research","RMG Research",2969,"Kamala Harris",50
"RMG Research","RMG Research",2969,"Donald Trump",48
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",789,"Kamala Harris",47
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",789,"Donald Trump",47
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1602,"Kamala Harris",45
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1602,"Donald Trump",50
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",993,"Kamala Harris",46
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",993,"Donald Trump",45
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",703,"Kamala Harris",50
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",703,"Donald Trump",44
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",652,"Kamala Harris",45
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",652,"Donald Trump",45
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1086,"Kamala Harris",47
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1086,"Donald Trump",47
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",600,"Kamala Harris",47
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",600,"Donald Trump",47
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1043,"Kamala Harris",46
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1043,"Donald Trump",48
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",868,"Kamala Harris",47
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",868,"Donald Trump",48
"Muhlenberg","Muhlenberg College Institute of Public Opinion",450,"Kamala Harris",48
"Muhlenberg","Muhlenberg College Institute of Public Opinion",450,"Donald Trump",48
"Tarrance","Tarrance Group",600,"Kamala Harris",47
"Tarrance","Tarrance Group",600,"Donald Trump",44
"Outward Intelligence","Outward Intelligence",1880,"Kamala Harris",52.9
"Outward Intelligence","Outward Intelligence",1880,"Donald Trump",47.1
"Outward Intelligence","Outward Intelligence",1880,"Kamala Harris",51.2
"Outward Intelligence","Outward Intelligence",1880,"Donald Trump",44.6
"RMG Research","RMG Research",491,"Donald Trump",59
"University of Massachusetts Lowell/YouGov","University of Massachusetts Lowell Center for Public Opinion",650,"Kamala Harris",48
"University of Massachusetts Lowell/YouGov","University of Massachusetts Lowell Center for Public Opinion",650,"Donald Trump",43
"University of Massachusetts Lowell/YouGov","University of Massachusetts Lowell Center for Public Opinion",800,"Donald Trump",46
"University of Delaware","University of Delaware Center for Political Communication",383,"Kamala Harris",55.6
"Victory Insights","Victory Insights",600,"Donald Trump",48.5
"TIPP","TIPP Insights",1046,"Kamala Harris",47.5
"TIPP","TIPP Insights",1046,"Donald Trump",45.4
"TIPP","TIPP Insights",835,"Kamala Harris",47.6
"TIPP","TIPP Insights",835,"Donald Trump",47.9
"TIPP","TIPP Insights",1046,"Kamala Harris",46.4
"TIPP","TIPP Insights",1046,"Donald Trump",44.4
"TIPP","TIPP Insights",835,"Kamala Harris",47.8
"TIPP","TIPP Insights",835,"Donald Trump",48
"Mason-Dixon","Mason-Dixon Polling & Strategy",800,"Kamala Harris",48
"Mason-Dixon","Mason-Dixon Polling & Strategy",800,"Donald Trump",43
"Suffolk","Suffolk University",500,"Kamala Harris",47.6
"Suffolk","Suffolk University",500,"Donald Trump",45.4
"Morning Consult","Morning Consult",10578,"Kamala Harris",50
"Morning Consult","Morning Consult",10578,"Donald Trump",46
"Emerson","Emerson College",868,"Kamala Harris",48.7
"Emerson","Emerson College",868,"Donald Trump",49.8
"Emerson","Emerson College",975,"Kamala Harris",48.2
"Emerson","Emerson College",975,"Donald Trump",50.3
"Emerson","Emerson College",875,"Kamala Harris",50
"Emerson","Emerson College",875,"Donald Trump",49.1
"Emerson","Emerson College",895,"Kamala Harris",48.8
"Emerson","Emerson College",895,"Donald Trump",49
"Emerson","Emerson College",880,"Kamala Harris",49.6
"Emerson","Emerson College",880,"Donald Trump",49.3
"Emerson","Emerson College",1000,"Kamala Harris",49.7
"Emerson","Emerson College",1000,"Kamala Harris",48.7
"Emerson","Emerson College",1000,"Donald Trump",50.3
"Texas Hispanic Policy Foundation","Texas Hispanic Policy Foundation",1200,"Kamala Harris",44
"Texas Hispanic Policy Foundation","Texas Hispanic Policy Foundation",1200,"Donald Trump",50
"MassINC Polling Group","MassINC Polling Group",800,"Kamala Harris",50
"MassINC Polling Group","MassINC Polling Group",800,"Donald Trump",46
"MassINC Polling Group","MassINC Polling Group",800,"Kamala Harris",52
"MassINC Polling Group","MassINC Polling Group",800,"Donald Trump",47
"MassINC Polling Group","MassINC Polling Group",800,"Kamala Harris",60
"SurveyUSA","SurveyUSA",619,"Kamala Harris",50
"SurveyUSA","SurveyUSA",619,"Donald Trump",42
"MassINC Polling Group","MassINC Polling Group",800,"Kamala Harris",51
"MassINC Polling Group","MassINC Polling Group",800,"Donald Trump",45
"MassINC Polling Group","MassINC Polling Group",800,"Kamala Harris",53
"MassINC Polling Group","MassINC Polling Group",800,"Donald Trump",40
"MassINC Polling Group","MassINC Polling Group",800,"Kamala Harris",56
"MassINC Polling Group","MassINC Polling Group",800,"Donald Trump",43
"Morning Consult","Morning Consult",862,"Kamala Harris",48.37
"Morning Consult","Morning Consult",862,"Donald Trump",47.35
"Morning Consult","Morning Consult",2948,"Kamala Harris",46.8
"Morning Consult","Morning Consult",2948,"Donald Trump",49.52
"Morning Consult","Morning Consult",1297,"Kamala Harris",51.97
"Morning Consult","Morning Consult",1297,"Donald Trump",44.46
"Morning Consult","Morning Consult",474,"Kamala Harris",50.87
"Morning Consult","Morning Consult",474,"Donald Trump",46.53
"Morning Consult","Morning Consult",1488,"Kamala Harris",43.02
"Morning Consult","Morning Consult",1488,"Donald Trump",52.16
"Morning Consult","Morning Consult",1756,"Kamala Harris",48.74
"Morning Consult","Morning Consult",1756,"Donald Trump",46.7
"Morning Consult","Morning Consult",2716,"Kamala Harris",45.77
"Morning Consult","Morning Consult",2716,"Donald Trump",49.58
"Morning Consult","Morning Consult",600,"Kamala Harris",50.22
"Morning Consult","Morning Consult",600,"Donald Trump",44.3
"Morning Consult","Morning Consult",1314,"Kamala Harris",49.33
"Morning Consult","Morning Consult",1314,"Donald Trump",47.16
"Morning Consult","Morning Consult",512,"Kamala Harris",52.5
"Morning Consult","Morning Consult",512,"Donald Trump",42.42
"Morning Consult","Morning Consult",1347,"Kamala Harris",47.68
"Morning Consult","Morning Consult",1347,"Donald Trump",48.63
"Morning Consult","Morning Consult",517,"Kamala Harris",49.56
"Morning Consult","Morning Consult",517,"Donald Trump",43
"Morning Consult","Morning Consult",899,"Kamala Harris",50.76
"Morning Consult","Morning Consult",899,"Donald Trump",44.44
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",820,"Kamala Harris",49
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",820,"Donald Trump",45
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",810,"Kamala Harris",49
"Florida Atlantic University/Mainstreet Research","Florida Atlantic University PolCom Lab/Mainstreet Research",810,"Donald Trump",45
"YouGov","YouGov",1445,"Kamala Harris",49
"YouGov","YouGov",1445,"Donald Trump",45
"Morning Consult","Morning Consult",10968,"Kamala Harris",50
"Morning Consult","Morning Consult",10968,"Donald Trump",45
"Hart/POS","Hart Research Associates/Public Opinion Strategies",1000,"Donald Trump",44
"Hart/POS","Hart Research Associates/Public Opinion Strategies",1000,"Kamala Harris",47
"Hart/POS","Hart Research Associates/Public Opinion Strategies",1000,"Donald Trump",41
"Marist","Marist College",1663,"Kamala Harris",49
"Marist","Marist College",1663,"Donald Trump",48
"Marist","Marist College",1476,"Kamala Harris",49
"Marist","Marist College",1476,"Donald Trump",49
"Marist","Marist College",1312,"Kamala Harris",50
"Marist","Marist College",1312,"Donald Trump",47
"Marist","Marist College",1194,"Kamala Harris",50
"Marist","Marist College",1194,"Donald Trump",49
"Marist","Marist College",1282,"Kamala Harris",50
"Marist","Marist College",1282,"Donald Trump",47
"Marist","Marist College",1138,"Kamala Harris",52
"Marist","Marist College",1138,"Donald Trump",47
"Data for Progress","Data for Progress",6152,"Kamala Harris",50
"Data for Progress","Data for Progress",6152,"Donald Trump",45
"ActiVote","ActiVote",1000,"Kamala Harris",52.7
"ActiVote","ActiVote",1000,"Donald Trump",47.3
"Fabrizio/Impact","Fabrizio Lee & Associates/Impact Research",600,"Donald Trump",48
"ActiVote","ActiVote",400,"Kamala Harris",55.2
"ActiVote","ActiVote",400,"Donald Trump",44.8
"Cygnal","Cygnal",600,"Kamala Harris",45.3
"Cygnal","Cygnal",600,"Donald Trump",45.6
"HarrisX","Harris Insights & Analytics",1505,"Kamala Harris",51
"HarrisX","Harris Insights & Analytics",1505,"Donald Trump",49
"HarrisX","Harris Insights & Analytics",1505,"Kamala Harris",50
"HarrisX","Harris Insights & Analytics",1505,"Donald Trump",45
"HarrisX","Harris Insights & Analytics",1306,"Kamala Harris",51
"HarrisX","Harris Insights & Analytics",1306,"Donald Trump",49
"HarrisX","Harris Insights & Analytics",1247,"Kamala Harris",51
"HarrisX","Harris Insights & Analytics",1247,"Donald Trump",49
"HarrisX","Harris Insights & Analytics",1306,"Kamala Harris",50
"HarrisX","Harris Insights & Analytics",1306,"Donald Trump",46
"HarrisX","Harris Insights & Analytics",1247,"Kamala Harris",50
"HarrisX","Harris Insights & Analytics",1247,"Donald Trump",46
"Morning Consult","Morning Consult",11092,"Kamala Harris",50
"Morning Consult","Morning Consult",11092,"Donald Trump",45
"Angus Reid","Angus Reid Global",1707,"Kamala Harris",49
"Angus Reid","Angus Reid Global",1707,"Donald Trump",45
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1102,"Kamala Harris",50
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",1102,"Donald Trump",48
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",876,"Kamala Harris",50
"Beacon/Shaw","Beacon Research/Shaw & Co. Research",876,"Donald Trump",48
"Quinnipiac","Quinnipiac University",1331,"Kamala Harris",51
"Quinnipiac","Quinnipiac University",1331,"Donald Trump",45
"Quinnipiac","Quinnipiac University",1331,"Donald Trump",46
"Quinnipiac","Quinnipiac University",905,"Kamala Harris",50
"Quinnipiac","Quinnipiac University",905,"Donald Trump",45
"Quinnipiac","Quinnipiac University",905,"Kamala Harris",51
"Quinnipiac","Quinnipiac University",905,"Donald Trump",46
"Quinnipiac","Quinnipiac University",1075,"Kamala Harris",48
"Quinnipiac","Quinnipiac University",1075,"Donald Trump",47
"Quinnipiac","Quinnipiac University",1075,"Kamala Harris",49
"Quinnipiac","Quinnipiac University",1075,"Donald Trump",48
"U. New Hampshire","University of New Hampshire Survey Center",683,"Kamala Harris",58
"U. New Hampshire","University of New Hampshire Survey Center",1695,"Kamala Harris",54
"U. New Hampshire","University of New Hampshire Survey Center",1695,"Donald Trump",43
"The Washington Post","ABC News/The Washington Post",1003,"Kamala Harris",48
"The Washington Post","ABC News/The Washington Post",1003,"Donald Trump",48
"J.L. Partners","J.L. Partners",1000,"Kamala Harris",43
"J.L. Partners","J.L. Partners",1000,"Donald Trump",42
"J.L. Partners","J.L. Partners",1000,"Donald Trump",45
"Capitol Weekly","Capitol Weekly",1054,"Kamala Harris",59
"Capitol Weekly","Capitol Weekly",1054,"Joe Biden",51
"Siena/NYT","The New York Times/Siena College",2437,"Kamala Harris",47
"Siena/NYT","The New York Times/Siena College",2437,"Donald Trump",47
"Siena/NYT","The New York Times/Siena College",2437,"Kamala Harris",46
"Siena/NYT","The New York Times/Siena College",2437,"Kamala Harris",45
"Siena/NYT","The New York Times/Siena College",2437,"Donald Trump",46
"Siena","Siena College",1003,"Kamala Harris",52
"Siena","Siena College",1003,"Donald Trump",40
"Siena","Siena College",1003,"Kamala Harris",55
"Siena","Siena College",1003,"Donald Trump",42
"Siena/NYT","The New York Times/Siena College",1082,"Kamala Harris",50
"Siena/NYT","The New York Times/Siena College",1082,"Donald Trump",46
"Siena/NYT","The New York Times/Siena College",1082,"Kamala Harris",48
"Siena/NYT","The New York Times/Siena College",1082,"Donald Trump",45
"Siena/NYT","The New York Times/Siena College",1082,"Kamala Harris",49
"Noble Predictive Insights","Noble Predictive Insights",692,"Kamala Harris",48
"Noble Predictive Insights","Noble Predictive Insights",692,"Donald Trump",47
"Noble Predictive Insights","Noble Predictive Insights",812,"Kamala Harris",48
"Noble Predictive Insights","Noble Predictive Insights",812,"Donald Trump",45
"Noble Predictive Insights","Noble Predictive Insights",692,"Kamala Harris",47
"Noble Predictive Insights","Noble Predictive Insights",812,"Kamala Harris",46
"Noble Predictive Insights","Noble Predictive Insights",812,"Donald Trump",43
"Focaldata","Focaldata",1097,"Kamala Harris",49.8
"Focaldata","Focaldata",1097,"Donald Trump",48.2
"Focaldata","Focaldata",1097,"Kamala Harris",50.7
"Focaldata","Focaldata",1097,"Donald Trump",49.3
"Focaldata","Focaldata",1097,"Kamala Harris",50.8
"Focaldata","Focaldata",1097,"Donald Trump",46
"Focaldata","Focaldata",1097,"Donald Trump",46.4
"Focaldata","Focaldata",1081,"Kamala Harris",49.5
"Focaldata","Focaldata",1081,"Donald Trump",48.3
"Focaldata","Focaldata",1081,"Kamala Harris",50.5
"Focaldata","Focaldata",1081,"Donald Trump",49.5
"Focaldata","Focaldata",1081,"Kamala Harris",51.6
"Focaldata","Focaldata",1081,"Donald Trump",45.2
"Focaldata","Focaldata",1081,"Kamala Harris",52.1
"Focaldata","Focaldata",1081,"Donald Trump",45.46
"Focaldata","Focaldata",1114,"Kamala Harris",48.7
"Focaldata","Focaldata",1114,"Donald Trump",48
"Focaldata","Focaldata",1114,"Kamala Harris",50.6
"Focaldata","Focaldata",1114,"Donald Trump",49.4
"Focaldata","Focaldata",1114,"Kamala Harris",49.2
"Focaldata","Focaldata",1114,"Donald Trump",46.7
"Focaldata","Focaldata",1114,"Kamala Harris",49.9
"Focaldata","Focaldata",1114,"Donald Trump",46.47
"Focaldata","Focaldata",1038,"Kamala Harris",49.4
"Focaldata","Focaldata",1038,"Donald Trump",47.9
"Focaldata","Focaldata",1038,"Kamala Harris",51.4
"Focaldata","Focaldata",1038,"Donald Trump",48.6
"Focaldata","Focaldata",1038,"Kamala Harris",50.4
"Focaldata","Focaldata",1038,"Donald Trump",46
"Focaldata","Focaldata",1038,"Kamala Harris",50.8
"Focaldata","Focaldata",1038,"Donald Trump",46.2
"Focaldata","Focaldata",1094,"Kamala Harris",45.8
"Focaldata","Focaldata",1094,"Donald Trump",51.4
"Focaldata","Focaldata",1094,"Kamala Harris",47.1
"Focaldata","Focaldata",1094,"Donald Trump",52.9
"Focaldata","Focaldata",1094,"Kamala Harris",48.2
"Focaldata","Focaldata",1094,"Donald Trump",48.4
"Focaldata","Focaldata",1094,"Kamala Harris",47.48
"Focaldata","Focaldata",1094,"Donald Trump",49.2
"Focaldata","Focaldata",1115,"Kamala Harris",45.6
"Focaldata","Focaldata",1115,"Donald Trump",52.2
"Focaldata","Focaldata",1115,"Kamala Harris",46.7
"Focaldata","Focaldata",1115,"Donald Trump",53.3
"Focaldata","Focaldata",1115,"Kamala Harris",44.51
"Focaldata","Focaldata",1115,"Kamala Harris",45.9
"Focaldata","Focaldata",1115,"Donald Trump",51.48
"Focaldata","Focaldata",1120,"Kamala Harris",49.9
"Focaldata","Focaldata",1120,"Donald Trump",48
"Focaldata","Focaldata",1120,"Kamala Harris",50.8
"Focaldata","Focaldata",1120,"Donald Trump",49.2
"Focaldata","Focaldata",1120,"Kamala Harris",50.2
"Focaldata","Focaldata",1120,"Donald Trump",47.1
"Focaldata","Focaldata",1120,"Kamala Harris",50.9
"Focaldata","Focaldata",1120,"Donald Trump",46.6
"Focaldata","Focaldata",1019,"Kamala Harris",51.5
"Focaldata","Focaldata",1019,"Donald Trump",46.1
"Focaldata","Focaldata",1019,"Kamala Harris",53.1
"Focaldata","Focaldata",1019,"Donald Trump",46.9
"Focaldata","Focaldata",1019,"Kamala Harris",51.3
"Focaldata","Focaldata",1019,"Donald Trump",45.6
"Focaldata","Focaldata",1019,"Kamala Harris",52.4
"Focaldata","Focaldata",1019,"Donald Trump",45.3
"InsiderAdvantage","InsiderAdvantage",800,"Donald Trump",49.8
"Morning Consult","Morning Consult",11022,"Kamala Harris",51
"Morning Consult","Morning Consult",11022,"Donald Trump",45
"Trafalgar Group","Trafalgar Group",1098,"Kamala Harris",44.5
"Trafalgar Group","Trafalgar Group",1098,"Donald Trump",46.2
"Big Village","Big Village",2027,"Kamala Harris",44.9
"Big Village","Big Village",1724,"Kamala Harris",47.7
"Big Village","Big Village",1724,"Donald Trump",42.5
"Big Village","Big Village",1568,"Kamala Harris",50.5
"Big Village","Big Village",1568,"Donald Trump",43.4
"Monmouth","Monmouth University Polling Institute",803,"Kamala Harris",48
"Monmouth","Monmouth University Polling Institute",803,"Donald Trump",44
"U. Georgia SPIA","University of Georgia School of Public and International Affairs",1000,"Kamala Harris",44.4
"U. Georgia SPIA","University of Georgia School of Public and International Affairs",1000,"Donald Trump",46.9
"Pan Atlantic Research","Pan Atlantic Research",812,"Kamala Harris",50
"Pan Atlantic Research","Pan Atlantic Research",812,"Donald Trump",41
"Pan Atlantic Research","Pan Atlantic Research",414,"Kamala Harris",58
"Pan Atlantic Research","Pan Atlantic Research",398,"Kamala Harris",42
"Pan Atlantic Research","Pan Atlantic Research",398,"Donald Trump",49
"Franklin and Marshall College","Franklin & Marshall College Center for Opinion Research",890,"Kamala Harris",49
"Franklin and Marshall College","Franklin & Marshall College Center for Opinion Research",890,"Donald Trump",46
"Morning Consult","Morning Consult",10868,"Kamala Harris",50
"Morning Consult","Morning Consult",10868,"Donald Trump",45
"Suffolk","Suffolk University",500,"Donald Trump",45.6
"Fabrizio/Impact","Fabrizio Lee & Associates/Impact Research",600,"Donald Trump",45
"Keating Research","Keating Research",500,"Kamala Harris",53
"Keating Research","Keating Research",500,"Donald Trump",42
"Data for Progress","Data for Progress",1283,"Kamala Harris",50
"Data for Progress","Data for Progress",1283,"Donald Trump",46
"Emerson","Emerson College",850,"Kamala Harris",43.4
"Emerson","Emerson College",850,"Donald Trump",55.2
"Emerson","Emerson College",1000,"Kamala Harris",40.7
"Emerson","Emerson College",1000,"Donald Trump",57.9
"YouGov","YouGov",1177,"Kamala Harris",50
"YouGov","YouGov",1177,"Donald Trump",45
"YouGov","YouGov",1090,"Kamala Harris",50
"YouGov","YouGov",1090,"Donald Trump",46
"YouGov","YouGov",1175,"Kamala Harris",48
"YouGov","YouGov",1175,"Donald Trump",44
"YouGov","YouGov",1090,"Kamala Harris",49
"YouGov","YouGov",1090,"Donald Trump",45
"TIPP","TIPP Insights",1721,"Kamala Harris",47
"TIPP","TIPP Insights",1721,"Donald Trump",43
"TIPP","TIPP Insights",1721,"Kamala Harris",45
"TIPP","TIPP Insights",1721,"Donald Trump",41
"TIPP","TIPP Insights",973,"Kamala Harris",45.9
"TIPP","TIPP Insights",973,"Donald Trump",48.9
"Ipsos","Ipsos",3276,"Kamala Harris",51
"Ipsos","Ipsos",3276,"Donald Trump",46
"Ipsos","Ipsos",2772,"Kamala Harris",51
"Ipsos","Ipsos",2772,"Donald Trump",47
"Ipsos","Ipsos",2196,"Kamala Harris",52
"Ipsos","Ipsos",2196,"Donald Trump",46
"Ipsos","Ipsos",3276,"Donald Trump",45
"Ipsos","Ipsos",2772,"Kamala Harris",50
"Ipsos","Ipsos",2772,"Donald Trump",46
"Ipsos","Ipsos",2196,"Kamala Harris",51
"Trafalgar Group","Trafalgar Group",1079,"Kamala Harris",45.3
"Trafalgar Group","Trafalgar Group",1079,"Donald Trump",43.5
"Morning Consult","Morning Consult",10270,"Kamala Harris",50
"Morning Consult","Morning Consult",10270,"Donald Trump",45
"HarrisX","Harris Insights & Analytics",3018,"Kamala Harris",52
"HarrisX","Harris Insights & Analytics",3018,"Donald Trump",48
"HarrisX","Harris Insights & Analytics",3018,"Kamala Harris",50
"HarrisX","Harris Insights & Analytics",3018,"Donald Trump",47
"Change Research","Change Research",1237,"Kamala Harris",41
"Change Research","Change Research",1237,"Donald Trump",50
"J.L. Partners","J.L. Partners",744,"Kamala Harris",47
"J.L. Partners","J.L. Partners",744,"Donald Trump",42
"Research & Polling","Research & Polling Inc.",532,"Kamala Harris",49
"Elon U.","Elon University",800,"Donald Trump",45
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1952,"Kamala Harris",44
"Redfield & Wilton Strategies","Redfield & Wilton Strategies",1952,"Donald Trump",42
"InsiderAdvantage","InsiderAdvantage",800,"Donald Trump",48.6
"Ipsos","Ipsos",1405,"Kamala Harris",47
"Ipsos","Ipsos",1405,"Donald Trump",42
"Ipsos","Ipsos",1690,"Kamala Harris",43
"Quantus Polls and News","Quantus Insights",815,"Kamala Harris",46.8
"Quantus Polls and News","Quantus Insights",815,"Donald Trump",48.4
"St. Anselm","Saint Anselm College Survey Center",2241,"Kamala Harris",51
"St. Anselm","Saint Anselm College Survey Center",2241,"Donald Trump",43
"Alaska Survey Research","Alaska Survey Research",1254,"Kamala Harris",42
"Alaska Survey Research","Alaska Survey Research",1254,"Donald Trump",47
"Trafalgar Group","Trafalgar Group",1094,"Donald Trump",48.4
"InsiderAdvantage","InsiderAdvantage",800,"Kamala Harris",49
"InsiderAdvantage","InsiderAdvantage",800,"Donald Trump",46.6
"AtlasIntel","AtlasIntel",1775,"Donald Trump",50.9
"AtlasIntel","AtlasIntel",1775,"Kamala Harris",47.3
"Trafalgar Group","Trafalgar Group",1088,"Kamala Harris",45.5
"Trafalgar Group","Trafalgar Group",1088,"Donald Trump",47.1
"Morning Consult","Morning Consult",10100,"Kamala Harris",50
"Morning Consult","Morning Consult",10100,"Donald Trump",45
"RMG Research","RMG Research",2756,"Kamala Harris",51
"RMG Research","RMG Research",2756,"Donald Trump",47
"GQR","GQR",645,"Kamala Harris",44
"GQR","GQR",645,"Donald Trump",55
"Morning Consult","Morning Consult",3317,"Kamala Harris",50
